make,model_year,engine_type,vehicle_age,mileage,driving_condition,service_interval,days_since_service,oil_level,tire_pressure,brake_wear,fault_codes,maintenance_cost
Chevrolet,2021,gas,3,80375.0,city,365,295,Low,29.9,100.0,0,596.48
BMW,2022,electric,2,71202.1,highway,90,14,N/A,32.5,100.0,0,298.12
Ford,2012,electric,12,327563.9,mixed,180,133,N/A,35.9,100.0,3,438.02
Chevrolet,2015,diesel,9,237026.6,highway,365,26,High,33.7,100.0,0,681.56
BMW,2016,gas,8,260330.9,mixed,365,37,High,34.6,100.0,1,547.56
Honda,2014,diesel,10,206386.2,mixed,180,84,High,30.3,100.0,1,631.8
Honda,2012,gas,12,110549.1,city,180,63,High,32.8,100.0,1,492.22
Toyota,2020,electric,4,129373.4,city,365,29,N/A,33.2,100.0,0,416.72
Chevrolet,2017,diesel,7,109920.1,city,180,98,Medium,30.7,100.0,0,674.27
Toyota,2020,gas,4,103301.8,city,365,189,Medium,29.8,100.0,1,648.7
Tesla,2018,diesel,6,209672.6,mixed,365,11,High,32.3,100.0,0,649.07
Chevrolet,2015,diesel,9,205013.5,highway,365,90,High,35.0,100.0,0,591.52
Ford,2012,diesel,12,282887.7,city,365,29,High,30.3,100.0,1,697.25
Chevrolet,2011,gas,13,339153.8,highway,90,84,Low,32.4,100.0,2,664.12
Toyota,2010,diesel,14,423451.7,city,90,37,High,37.1,100.0,1,702.77
Honda,2021,diesel,3,91892.4,highway,90,84,Low,31.4,100.0,1,772.24
BMW,2013,electric,11,156328.8,highway,90,59,N/A,33.0,100.0,0,448.54
Chevrolet,2019,gas,5,125584.1,highway,365,293,Low,32.7,100.0,0,405.34
Ford,2022,gas,2,28952.7,mixed,180,103,Medium,32.4,44.8,0,256.26
Tesla,2020,gas,4,39019.2,highway,365,142,High,38.0,57.0,1,293.2
BMW,2015,gas,9,252184.4,city,365,179,High,33.9,100.0,2,413.38
Chevrolet,2021,electric,3,87523.6,highway,90,28,N/A,28.3,100.0,0,376.73
Ford,2014,gas,10,277097.7,mixed,365,111,High,37.6,100.0,1,469.77
Tesla,2023,gas,1,27817.0,city,365,229,Medium,33.8,70.9,0,289.07
Toyota,2011,electric,13,350162.7,city,180,20,N/A,31.9,100.0,0,346.36
Toyota,2018,gas,6,78247.1,highway,90,16,High,37.0,100.0,0,351.55
BMW,2021,electric,3,54373.9,city,365,145,N/A,30.7,100.0,0,317.34
Toyota,2023,electric,1,20556.0,mixed,365,315,N/A,38.1,48.8,0,175.92
BMW,2015,gas,9,165186.7,mixed,180,165,Low,33.3,100.0,0,535.14
Chevrolet,2017,gas,7,199332.4,mixed,90,11,High,36.0,100.0,0,518.29
Honda,2016,electric,8,149469.2,highway,365,202,N/A,40.0,100.0,0,375.7
Honda,2021,diesel,3,100083.2,mixed,180,112,Medium,33.5,100.0,0,524.85
Honda,2020,diesel,4,49183.8,city,365,200,Medium,32.7,100.0,2,694.37
Tesla,2019,diesel,5,111462.5,city,90,0,High,29.8,100.0,2,757.9
Chevrolet,2013,diesel,11,371469.3,mixed,365,313,Low,32.6,100.0,2,905.11
Honda,2020,diesel,4,38791.7,city,90,2,High,29.9,95.6,0,615.69
Ford,2019,gas,5,50999.7,city,365,254,Medium,32.4,100.0,1,693.34
BMW,2011,gas,13,422274.6,city,90,62,Medium,40.0,100.0,1,534.05
Tesla,2023,diesel,1,21067.6,mixed,180,148,Low,33.4,42.3,0,344.56
Honda,2015,gas,9,291295.8,mixed,90,22,High,31.3,100.0,0,444.87
Tesla,2010,gas,14,259026.4,city,90,8,High,32.4,100.0,1,518.68
BMW,2022,diesel,2,46407.2,city,180,82,High,31.8,100.0,0,596.7
Honda,2021,electric,3,96821.5,highway,90,54,N/A,36.1,100.0,0,384.54
Tesla,2017,gas,7,60672.8,mixed,365,317,Low,32.7,100.0,2,565.11
Honda,2011,diesel,13,289372.5,mixed,180,86,High,37.8,100.0,0,680.11
BMW,2016,gas,8,259628.5,mixed,365,218,Medium,32.1,100.0,1,529.44
Tesla,2019,gas,5,168994.3,city,180,166,Low,32.2,100.0,0,549.0
Honda,2019,electric,5,42377.2,highway,365,355,N/A,30.3,65.8,0,196.23
Tesla,2020,gas,4,39244.5,highway,365,26,High,31.8,60.4,0,302.88
Ford,2018,diesel,6,157039.3,highway,180,173,Low,27.8,100.0,0,690.21
Ford,2012,electric,12,235797.7,city,90,33,N/A,26.6,100.0,1,470.03
BMW,2010,gas,14,409161.8,mixed,365,288,Low,34.9,100.0,0,627.2
Honda,2020,diesel,4,49264.4,city,365,347,Low,27.8,100.0,2,872.15
Toyota,2022,diesel,2,34017.1,city,365,222,Medium,34.2,80.0,1,537.85
Toyota,2012,diesel,12,87022.0,highway,180,95,Medium,31.5,100.0,0,465.72
Ford,2016,diesel,8,139352.3,highway,180,177,Low,35.8,100.0,1,664.29
Honda,2012,diesel,12,360556.9,highway,90,19,High,27.8,100.0,0,520.08
BMW,2015,gas,9,250117.6,city,365,226,Medium,34.8,100.0,0,435.2
Chevrolet,2013,electric,11,144158.4,mixed,365,350,N/A,34.0,100.0,2,581.72
Tesla,2018,electric,6,115836.0,mixed,365,185,N/A,34.1,100.0,0,402.07
Tesla,2022,electric,2,27793.9,highway,90,30,N/A,36.4,39.8,0,50.0
Toyota,2013,diesel,11,360193.2,city,180,37,High,33.2,100.0,2,694.57
Ford,2021,diesel,3,60053.8,highway,180,172,Low,25.7,80.0,0,605.84
BMW,2012,gas,12,320278.8,mixed,180,40,High,34.3,100.0,1,456.98
Tesla,2018,electric,6,210976.1,highway,180,136,N/A,34.0,100.0,0,365.05
Ford,2015,diesel,9,315023.1,mixed,180,136,Low,32.3,100.0,0,560.44
Tesla,2011,gas,13,280210.6,city,365,190,Medium,30.5,100.0,4,918.91
Toyota,2018,gas,6,76218.0,highway,90,78,Low,31.9,100.0,0,500.95
BMW,2011,gas,13,388362.7,city,365,204,Medium,37.4,100.0,1,403.86
Ford,2018,diesel,6,115547.1,city,90,21,High,30.2,100.0,2,633.14
Honda,2013,gas,11,253066.5,city,365,271,Medium,27.8,100.0,2,612.77
BMW,2016,diesel,8,269147.5,mixed,90,31,High,28.6,100.0,2,759.55
Ford,2015,electric,9,230785.8,mixed,90,65,N/A,32.9,100.0,1,373.41
Honda,2019,electric,5,42109.0,highway,365,141,N/A,38.0,61.9,0,300.48
Tesla,2020,gas,4,141860.6,mixed,90,37,High,39.6,100.0,0,432.82
Ford,2014,gas,10,276313.4,mixed,365,97,High,35.0,100.0,0,449.45
Ford,2010,electric,14,341473.9,city,180,135,N/A,30.1,100.0,2,522.58
Tesla,2014,electric,10,283752.2,city,365,276,N/A,30.4,100.0,0,329.74
Toyota,2010,diesel,14,138575.5,highway,180,55,High,35.6,100.0,1,690.02
Tesla,2023,electric,1,34745.9,city,365,301,N/A,37.0,90.9,0,302.08
Tesla,2017,gas,7,57869.0,mixed,365,42,High,31.1,100.0,0,378.75
Chevrolet,2023,electric,1,24670.1,city,180,119,N/A,37.3,58.1,0,149.69
Ford,2021,diesel,3,59673.5,highway,180,45,High,32.3,86.4,0,654.48
BMW,2012,gas,12,371605.0,city,90,47,Medium,35.1,100.0,1,657.78
Honda,2023,gas,1,15302.2,highway,90,69,Low,36.4,27.9,0,174.21
Chevrolet,2011,gas,13,337442.1,highway,90,83,Low,28.6,100.0,2,682.75
Tesla,2018,gas,6,196241.6,highway,365,30,High,34.4,100.0,1,686.8
Ford,2019,electric,5,124666.2,highway,365,160,N/A,37.3,100.0,1,541.99
Toyota,2019,electric,5,111626.0,mixed,90,43,N/A,31.3,100.0,0,239.08
Toyota,2010,diesel,14,504890.8,mixed,90,70,Low,29.8,100.0,0,728.35
Tesla,2014,gas,10,255719.8,highway,90,7,High,34.5,100.0,1,480.07
Chevrolet,2015,diesel,9,236885.6,highway,365,51,High,33.4,100.0,1,741.84
Chevrolet,2013,diesel,11,368754.0,mixed,365,44,High,32.0,100.0,0,631.49
Chevrolet,2010,gas,14,336712.7,highway,90,36,High,33.0,100.0,1,531.14
BMW,2016,gas,8,258871.6,mixed,365,299,Low,28.0,100.0,0,546.91
Honda,2015,diesel,9,272206.0,highway,365,37,High,34.2,100.0,1,498.44
Ford,2012,diesel,12,284687.9,city,365,354,Low,37.8,100.0,0,743.6
BMW,2011,gas,13,421760.5,city,90,5,High,30.9,100.0,1,391.56
Ford,2012,diesel,12,283215.1,city,365,67,High,30.5,100.0,2,819.4
Chevrolet,2010,diesel,14,408111.4,mixed,180,178,Low,33.5,100.0,1,696.31
Tesla,2014,electric,10,320782.7,highway,180,100,N/A,40.0,100.0,1,541.76
Honda,2022,electric,2,48996.8,mixed,365,185,N/A,36.3,95.7,0,219.35
Honda,2014,diesel,10,186744.8,city,180,133,Medium,32.7,100.0,1,477.95
Tesla,2018,gas,6,197936.2,highway,365,12,High,33.1,100.0,0,572.12
Honda,2019,electric,5,41236.0,highway,365,213,N/A,36.6,59.0,0,93.26
Honda,2014,gas,10,120591.6,mixed,365,219,Medium,30.3,100.0,1,641.91
Chevrolet,2023,diesel,1,9622.0,highway,180,29,High,34.8,14.1,1,256.08
Toyota,2013,electric,11,265418.9,mixed,180,99,N/A,29.6,100.0,0,373.48
BMW,2010,diesel,14,159020.9,highway,180,1,High,35.8,100.0,0,637.05
Chevrolet,2020,electric,4,90168.4,city,90,57,N/A,32.1,100.0,0,426.32
Ford,2019,gas,5,115270.4,city,365,35,High,33.6,100.0,0,483.3
Toyota,2010,diesel,14,146675.1,mixed,90,71,Low,31.9,100.0,2,896.91
Chevrolet,2015,diesel,9,235718.9,highway,365,192,Medium,35.1,100.0,2,950.52
Chevrolet,2015,diesel,9,204435.4,highway,365,332,Low,32.5,100.0,0,897.69
BMW,2015,gas,9,164761.3,mixed,180,49,High,39.5,100.0,0,541.09
Chevrolet,2023,electric,1,23678.1,city,180,31,N/A,37.3,56.0,0,196.0
Tesla,2019,gas,5,168711.4,city,180,97,Medium,29.1,100.0,0,526.94
Tesla,2017,gas,7,58903.3,mixed,365,42,High,33.6,100.0,0,358.34
Tesla,2023,diesel,1,20665.8,mixed,180,124,Medium,35.2,46.3,0,255.25
BMW,2020,electric,4,65517.2,highway,180,94,N/A,31.6,93.2,1,442.67
BMW,2011,gas,13,421849.6,city,90,77,Low,36.6,100.0,0,387.54
Tesla,2018,electric,6,114886.2,mixed,365,309,N/A,36.3,100.0,0,514.96
Chevrolet,2017,diesel,7,111121.7,city,180,46,High,32.7,100.0,0,433.61
BMW,2018,gas,6,163682.0,city,90,13,High,35.9,100.0,0,458.88
Tesla,2014,gas,10,112317.6,highway,90,47,Medium,25.8,100.0,0,414.12
Honda,2012,diesel,12,147390.7,mixed,90,54,Medium,37.1,100.0,1,708.61
Toyota,2012,diesel,12,84964.0,highway,180,156,Low,35.7,100.0,1,653.36
Honda,2015,gas,9,293066.5,mixed,90,46,Medium,29.7,100.0,2,534.39
Honda,2014,diesel,10,186943.6,city,180,62,High,33.8,100.0,1,585.05
Honda,2022,diesel,2,53753.0,city,90,18,High,26.9,100.0,0,702.03
Tesla,2010,gas,14,199141.0,mixed,180,90,High,30.7,100.0,2,796.25
BMW,2021,electric,3,55523.0,city,365,100,N/A,36.3,100.0,0,336.2
Tesla,2023,gas,1,27232.3,city,365,36,High,33.0,63.9,1,451.34
Tesla,2014,diesel,10,211283.4,city,180,106,Medium,32.8,100.0,0,453.11
BMW,2010,diesel,14,246399.8,mixed,90,51,Medium,33.1,100.0,0,507.57
Honda,2019,electric,5,41948.5,highway,365,184,N/A,32.8,55.2,1,162.04
Tesla,2020,gas,4,141998.1,mixed,90,87,Low,36.0,100.0,1,592.53
Toyota,2023,gas,1,13793.0,mixed,90,27,High,31.1,30.5,0,94.14
Chevrolet,2014,diesel,10,191120.8,city,180,35,High,34.3,100.0,1,615.35
Honda,2014,gas,10,96645.3,mixed,365,319,Low,29.6,100.0,0,499.73
Honda,2022,electric,2,46959.5,mixed,365,17,N/A,35.2,92.5,0,189.99
BMW,2015,diesel,9,151489.7,mixed,365,344,Low,32.0,100.0,0,757.31
Chevrolet,2011,gas,13,229510.6,mixed,365,195,Medium,32.9,100.0,1,499.48
Tesla,2018,electric,6,115844.9,mixed,365,77,N/A,31.9,100.0,1,539.98
Tesla,2015,electric,9,196257.6,mixed,90,38,N/A,32.3,100.0,0,301.04
Ford,2018,diesel,6,114880.7,city,90,89,Low,30.0,100.0,1,651.4
Honda,2014,gas,10,120773.7,mixed,365,263,Medium,34.0,100.0,3,922.44
Toyota,2020,gas,4,104950.2,city,365,207,Medium,34.7,100.0,0,523.0
Tesla,2020,gas,4,140329.6,mixed,90,83,Low,29.0,100.0,0,571.33
Toyota,2015,gas,9,168746.7,mixed,90,14,High,31.2,100.0,0,462.22
Tesla,2012,electric,12,129851.5,highway,365,262,N/A,33.1,100.0,1,376.86
Toyota,2017,diesel,7,255211.8,mixed,90,16,High,31.2,100.0,1,604.03
Chevrolet,2011,electric,13,270877.8,mixed,365,341,N/A,32.3,100.0,0,394.03
Honda,2015,diesel,9,272841.0,highway,365,213,Medium,37.8,100.0,1,630.59
BMW,2015,gas,9,165310.6,mixed,180,117,Medium,29.9,100.0,2,843.93
BMW,2013,gas,11,198923.3,mixed,180,63,High,26.1,100.0,0,415.8
Chevrolet,2020,gas,4,119861.0,mixed,180,11,High,31.2,100.0,0,296.62
Honda,2023,diesel,1,12879.6,mixed,180,55,High,32.0,26.7,0,113.86
Honda,2015,gas,9,292424.3,mixed,90,45,High,31.5,100.0,2,618.22
Chevrolet,2017,diesel,7,129162.7,mixed,180,174,Low,33.8,100.0,1,717.24
Tesla,2020,gas,4,142627.5,mixed,90,78,Low,29.9,100.0,0,501.97
BMW,2018,diesel,6,165791.7,city,365,100,High,29.5,100.0,0,816.1
Honda,2021,diesel,3,97725.7,mixed,180,15,High,31.0,100.0,1,664.79
Tesla,2017,gas,7,57814.9,mixed,365,196,Medium,31.0,100.0,0,511.54
Tesla,2019,gas,5,167701.3,city,180,1,High,39.4,100.0,1,510.65
Chevrolet,2010,gas,14,337443.1,highway,90,53,Medium,37.7,100.0,0,576.89
Toyota,2020,gas,4,102390.9,city,365,154,High,28.0,100.0,0,498.96
BMW,2013,gas,11,115371.4,mixed,365,286,Low,27.2,100.0,4,976.4
Ford,2011,gas,13,151145.5,highway,180,168,Low,32.7,100.0,0,549.53
Tesla,2017,diesel,7,198335.0,city,180,163,Low,38.7,100.0,0,749.74
Ford,2010,electric,14,342406.8,city,180,46,N/A,35.0,100.0,2,631.84
Tesla,2023,electric,1,35036.2,city,365,42,N/A,32.9,94.7,0,249.16
Chevrolet,2023,electric,1,7523.9,mixed,365,320,N/A,31.6,19.5,0,50.0
Chevrolet,2010,gas,14,337485.3,highway,90,49,Medium,36.2,100.0,0,539.67
Toyota,2018,gas,6,78321.0,highway,90,0,High,33.5,100.0,0,467.69
Tesla,2011,gas,13,474923.7,city,180,143,Low,38.2,100.0,1,544.17
Honda,2020,diesel,4,40204.0,city,90,27,High,27.9,100.0,1,504.31
Chevrolet,2017,diesel,7,119670.4,mixed,180,85,High,34.3,100.0,0,457.08
Ford,2015,diesel,9,316304.0,mixed,180,81,High,31.3,100.0,0,458.02
Ford,2019,diesel,5,45162.6,mixed,180,21,High,34.2,93.0,1,638.89
Chevrolet,2021,electric,3,88011.4,highway,90,40,N/A,33.8,100.0,1,456.69
Chevrolet,2013,diesel,11,368008.6,mixed,365,331,Low,34.5,100.0,2,878.8
Chevrolet,2019,gas,5,89591.2,highway,365,146,High,35.9,100.0,1,625.92
BMW,2013,diesel,11,99399.6,mixed,180,88,High,37.2,100.0,3,911.15
Honda,2021,diesel,3,99486.0,mixed,180,177,Low,38.9,100.0,0,611.39
Honda,2012,gas,12,110375.9,city,180,58,High,33.0,100.0,1,554.58
Toyota,2017,diesel,7,109398.4,highway,90,68,Low,31.4,100.0,0,668.81
Toyota,2021,gas,3,80889.6,mixed,90,33,High,29.3,100.0,0,388.78
BMW,2010,gas,14,408514.1,mixed,365,166,High,34.3,100.0,3,718.57
Honda,2022,electric,2,46568.0,mixed,365,122,N/A,35.5,86.0,0,242.55
Tesla,2010,gas,14,259830.9,city,90,73,Low,29.0,100.0,3,690.87
Tesla,2018,electric,6,115025.9,mixed,365,238,N/A,36.4,100.0,1,462.06
Honda,2020,diesel,4,39799.6,city,90,6,High,32.7,98.8,1,560.44
BMW,2018,electric,6,79794.6,city,180,100,N/A,29.2,100.0,1,393.39
Toyota,2013,electric,11,264450.8,mixed,180,110,N/A,30.5,100.0,1,396.93
BMW,2021,electric,3,56159.6,city,365,179,N/A,30.2,100.0,0,401.49
Honda,2014,diesel,10,208188.6,mixed,180,51,High,30.2,100.0,3,684.28
Tesla,2015,gas,9,85397.4,mixed,180,23,High,34.7,100.0,1,650.74
Honda,2019,electric,5,42101.0,highway,365,25,N/A,35.6,57.1,1,201.99
Tesla,2010,gas,14,198919.5,mixed,180,124,Medium,38.1,100.0,0,616.22
Tesla,2020,gas,4,37816.2,highway,365,217,Medium,30.9,58.4,2,302.27
Tesla,2014,gas,10,112753.2,highway,90,89,Low,34.0,100.0,0,500.33
Ford,2015,electric,9,230418.7,mixed,90,9,N/A,31.1,100.0,0,307.93
Ford,2022,gas,2,70673.1,highway,90,16,High,33.1,100.0,1,416.52
BMW,2021,electric,3,56236.5,city,365,244,N/A,28.6,100.0,0,292.7
Honda,2014,diesel,10,185563.2,city,180,1,High,29.6,100.0,0,498.01
Chevrolet,2014,gas,10,172544.3,mixed,365,111,High,35.4,100.0,0,420.63
Honda,2016,electric,8,146363.7,highway,365,204,N/A,28.5,100.0,1,431.45
Honda,2021,electric,3,97596.4,highway,90,26,N/A,34.8,100.0,1,481.74
Chevrolet,2015,electric,9,260863.9,highway,90,72,N/A,31.0,100.0,1,561.33
Toyota,2013,diesel,11,362847.7,city,180,70,High,27.2,100.0,1,618.97
Honda,2022,diesel,2,69848.2,mixed,365,175,High,25.4,100.0,0,484.4
BMW,2019,electric,5,148323.8,city,180,117,N/A,37.4,100.0,0,329.01
Tesla,2017,diesel,7,200656.5,city,180,8,High,27.3,100.0,0,618.21
Chevrolet,2023,electric,1,8708.1,mixed,90,85,N/A,32.8,7.8,0,103.72
BMW,2021,electric,3,55686.0,city,365,22,N/A,34.1,100.0,0,242.41
Ford,2013,diesel,11,167737.1,highway,90,70,Low,29.1,100.0,0,652.59
Tesla,2023,diesel,1,19920.1,mixed,180,72,High,31.3,36.6,0,240.33
Honda,2014,gas,10,121013.9,mixed,365,26,High,34.4,100.0,2,625.56
Chevrolet,2023,electric,1,9429.9,mixed,90,87,N/A,33.9,23.2,0,65.38
Chevrolet,2013,electric,11,144741.5,mixed,365,348,N/A,31.6,100.0,0,218.57
Chevrolet,2017,gas,7,198526.0,mixed,90,80,Low,33.7,100.0,0,619.06
Honda,2012,diesel,12,296775.0,highway,365,83,High,32.7,100.0,1,649.22
Honda,2022,diesel,2,68647.8,mixed,365,198,Medium,30.1,100.0,0,507.09
BMW,2016,diesel,8,139599.5,city,365,42,High,36.6,100.0,4,866.32
Chevrolet,2015,electric,9,176384.1,city,180,6,N/A,33.6,100.0,0,250.3
BMW,2013,diesel,11,191010.7,highway,180,91,Medium,27.5,100.0,1,598.72
Tesla,2013,diesel,11,141176.3,mixed,365,338,Low,34.6,100.0,0,494.54
Honda,2014,diesel,10,184830.9,city,180,83,High,31.2,100.0,1,584.97
BMW,2012,gas,12,373283.9,city,90,43,High,32.1,100.0,4,952.83
BMW,2016,gas,8,260274.1,mixed,365,295,Low,33.0,100.0,1,674.6
Chevrolet,2023,electric,1,24384.3,city,180,134,N/A,30.6,60.2,0,349.52
Toyota,2015,gas,9,169200.3,mixed,90,69,Low,38.4,100.0,0,574.37
Tesla,2010,diesel,14,387074.2,city,365,280,Low,28.5,100.0,2,776.52
Tesla,2017,diesel,7,200163.8,city,180,58,High,33.2,100.0,0,687.8
BMW,2014,electric,10,134752.4,mixed,90,12,N/A,34.1,100.0,0,355.06
Chevrolet,2018,electric,6,142731.1,highway,365,358,N/A,33.1,100.0,0,409.68
Ford,2011,gas,13,151459.2,highway,180,85,High,32.4,100.0,1,609.92
Chevrolet,2017,gas,7,198747.7,mixed,90,80,Low,31.9,100.0,0,597.15
Toyota,2013,diesel,11,361775.5,city,180,111,Medium,30.6,100.0,2,859.37
Tesla,2010,gas,14,260401.1,city,90,85,Low,30.5,100.0,2,724.46
Chevrolet,2017,diesel,7,129546.5,city,365,97,High,36.5,100.0,0,470.71
Honda,2022,electric,2,48669.7,highway,180,61,N/A,31.7,77.2,0,268.8
Ford,2022,diesel,2,38688.2,highway,90,7,High,39.4,56.1,0,265.82
Ford,2020,gas,4,114176.5,highway,365,112,High,35.0,100.0,0,310.83
Toyota,2011,gas,13,232728.1,mixed,365,145,High,25.0,100.0,1,670.45
Toyota,2010,diesel,14,139026.2,highway,180,59,High,35.6,100.0,1,600.98
Chevrolet,2011,diesel,13,276314.5,mixed,180,59,High,32.8,100.0,1,446.75
Honda,2016,electric,8,148318.3,highway,365,361,N/A,28.8,100.0,1,444.04
Chevrolet,2017,gas,7,199083.8,mixed,90,1,High,36.9,100.0,1,466.0
Chevrolet,2015,diesel,9,91579.8,highway,180,90,High,31.7,100.0,0,548.29
BMW,2010,gas,14,407265.0,mixed,365,13,High,31.4,100.0,2,642.63
Chevrolet,2023,electric,1,24627.5,city,180,47,N/A,34.1,70.3,0,326.29
Tesla,2020,gas,4,39458.5,highway,365,102,High,36.4,52.4,0,222.86
Toyota,2013,diesel,11,362790.6,city,180,55,High,33.3,100.0,0,528.25
Chevrolet,2019,gas,5,88601.8,highway,365,267,Medium,33.1,100.0,1,608.74
Toyota,2019,electric,5,112413.7,mixed,90,54,N/A,30.9,100.0,0,448.72
Tesla,2014,gas,10,256659.2,highway,90,27,High,36.4,100.0,1,436.2
BMW,2020,electric,4,65747.1,highway,180,109,N/A,33.4,94.1,0,467.3
BMW,2018,diesel,6,164269.1,city,365,216,Medium,32.3,100.0,1,802.31
BMW,2015,diesel,9,150597.4,mixed,365,3,High,32.0,100.0,1,678.65
Chevrolet,2018,electric,6,141945.9,highway,365,35,N/A,36.1,100.0,2,590.39
Tesla,2018,diesel,6,197397.1,highway,90,49,Medium,32.2,100.0,0,563.56
BMW,2012,diesel,12,342333.4,highway,365,256,Medium,36.1,100.0,0,473.23
BMW,2013,electric,11,156495.8,highway,90,16,N/A,31.6,100.0,1,544.56
Honda,2022,electric,2,47956.6,mixed,365,198,N/A,35.2,100.0,0,360.27
Tesla,2020,gas,4,37552.7,highway,365,317,Low,33.6,57.7,1,272.62
BMW,2018,gas,6,165044.7,city,90,47,Medium,30.1,100.0,0,649.33
Tesla,2014,gas,10,114229.7,highway,90,61,Medium,32.7,100.0,0,350.42
Tesla,2012,gas,12,204909.1,mixed,180,68,High,26.4,100.0,0,628.76
Chevrolet,2020,gas,4,119541.1,mixed,180,146,Low,30.8,100.0,1,515.22
Honda,2014,diesel,10,185836.3,city,180,102,Medium,28.3,100.0,0,508.73
BMW,2014,electric,10,135470.2,mixed,90,33,N/A,39.0,100.0,4,571.99
BMW,2023,diesel,1,35590.6,mixed,90,48,Medium,28.3,69.7,0,497.12
BMW,2012,gas,12,373231.3,city,90,79,Low,40.0,100.0,1,720.56
Tesla,2018,diesel,6,197171.3,highway,90,46,Medium,34.5,100.0,0,557.08
Ford,2012,diesel,12,282150.6,city,365,346,Low,31.4,100.0,3,961.59
Toyota,2015,gas,9,167977.7,mixed,90,49,Medium,35.4,100.0,2,651.17
Honda,2019,electric,5,106846.4,highway,365,344,N/A,31.1,100.0,1,409.1
Toyota,2013,diesel,11,360197.9,city,180,153,Low,28.8,100.0,0,612.94
Ford,2010,electric,14,342778.7,city,180,55,N/A,33.2,100.0,1,515.32
Honda,2018,diesel,6,80670.0,highway,90,77,Low,35.1,100.0,0,530.27
Honda,2021,electric,3,97567.1,highway,90,13,N/A,36.8,100.0,0,428.24
Honda,2021,diesel,3,99691.6,mixed,180,24,High,34.5,100.0,0,588.93
BMW,2013,diesel,11,99932.8,mixed,180,131,Medium,31.4,100.0,3,997.26
Chevrolet,2015,diesel,9,203652.0,highway,365,238,Medium,37.2,100.0,5,1109.92
Chevrolet,2015,electric,9,259310.4,highway,90,78,N/A,36.5,100.0,0,440.73
BMW,2023,diesel,1,35747.9,mixed,90,31,High,33.8,68.2,0,240.04
Tesla,2018,gas,6,196952.3,highway,365,81,High,36.6,100.0,2,734.77
Ford,2015,diesel,9,313729.3,mixed,180,77,High,39.6,100.0,1,587.76
Tesla,2015,gas,9,275609.1,mixed,180,105,Medium,31.4,100.0,1,795.4
Tesla,2015,electric,9,198437.8,mixed,90,60,N/A,30.3,100.0,1,427.2
Ford,2019,electric,5,123136.3,highway,365,275,N/A,31.3,100.0,1,377.26
Ford,2018,diesel,6,112813.9,city,90,73,Low,29.0,100.0,1,635.45
Tesla,2023,electric,1,24881.2,highway,365,9,N/A,34.8,23.8,1,224.08
Toyota,2011,gas,13,232616.2,mixed,365,122,High,28.2,100.0,1,598.46
Honda,2016,electric,8,149297.5,highway,365,215,N/A,36.8,100.0,0,398.47
Honda,2013,diesel,11,132381.3,city,180,33,High,31.0,100.0,0,626.56
Ford,2022,gas,2,29271.9,mixed,180,154,Low,37.1,62.2,0,499.43
Ford,2022,gas,2,28849.1,mixed,180,39,High,25.3,65.3,0,327.48
Tesla,2018,gas,6,195824.2,highway,365,192,Medium,31.8,100.0,0,604.04
Toyota,2020,gas,4,103588.6,city,365,126,High,29.1,100.0,0,474.46
Ford,2020,gas,4,116064.6,highway,365,288,Low,37.1,100.0,1,559.13
Ford,2019,gas,5,51615.1,city,365,70,High,38.0,100.0,0,417.28
Toyota,2011,electric,13,349385.8,city,180,136,N/A,26.0,100.0,1,535.09
Chevrolet,2019,gas,5,126176.9,highway,365,143,High,35.6,100.0,0,392.63
Ford,2021,diesel,3,58237.2,highway,180,132,Medium,36.2,78.0,1,466.49
BMW,2018,gas,6,165642.2,city,90,22,High,34.0,100.0,0,406.28
Tesla,2013,diesel,11,140851.3,mixed,365,298,Low,34.8,100.0,1,604.58
Honda,2021,gas,3,102731.3,highway,90,88,Low,34.5,100.0,0,437.49
Toyota,2017,diesel,7,242746.2,highway,365,268,Medium,35.6,100.0,1,478.08
Honda,2012,gas,12,109433.9,city,180,127,Medium,29.7,100.0,1,400.76
Toyota,2015,gas,9,169030.8,mixed,90,23,High,36.6,100.0,1,563.19
Tesla,2023,electric,1,35647.8,city,365,138,N/A,33.6,86.6,0,233.63
Toyota,2011,gas,13,232622.9,mixed,365,51,High,33.4,100.0,2,661.35
Chevrolet,2015,electric,9,177190.3,city,180,16,N/A,34.7,100.0,0,352.8
Honda,2012,diesel,12,296132.8,highway,365,164,High,29.2,100.0,0,570.84
Honda,2016,electric,8,149244.6,highway,365,12,N/A,28.3,100.0,0,299.68
BMW,2022,electric,2,69953.9,highway,90,61,N/A,32.6,100.0,0,422.44
Chevrolet,2017,diesel,7,130859.0,mixed,180,83,High,37.6,100.0,0,547.54
BMW,2020,electric,4,66557.8,highway,180,96,N/A,29.4,90.1,0,375.4
Chevrolet,2015,diesel,9,93212.9,highway,180,105,Medium,33.5,100.0,1,646.28
Chevrolet,2011,diesel,13,275547.0,mixed,180,95,Medium,30.8,100.0,5,878.19
Chevrolet,2014,diesel,10,188753.6,city,180,7,High,30.4,100.0,0,638.89
Honda,2019,electric,5,39825.7,highway,365,311,N/A,34.5,46.2,1,200.64
Ford,2012,diesel,12,283875.3,city,365,220,Medium,35.3,100.0,2,934.36
Ford,2022,diesel,2,31263.5,mixed,365,103,High,30.6,64.8,0,231.76
BMW,2014,electric,10,136873.5,mixed,90,82,N/A,37.2,100.0,0,404.53
